Year10y,CAgeF5y,CAgeM5y,SibStrF,SibStrM,NofMar,Pop_atRiskF,Pop_atRiskM
2000-2009,35-39,30-34,Daughter w/ brothers,Younger son,13,3953.5,6252.5
2000-2009,35-39,35-39,Only child,Only child,3,733.5,1130.5
2000-2009,35-39,35-39,Only child,Eldest son w/o brothers,3,733.5,4302.5
2000-2009,35-39,35-39,Only child,Eldest son w/ brothers,7,731.5,3121.5
2000-2009,35-39,35-39,Only child,Younger son,4,733,3262
2000-2009,35-39,35-39,Eldest daughter w/o brothers,Only child,2,1082,1131
2000-2009,35-39,35-39,Eldest daughter w/o brothers,Eldest son w/o brothers,12,1077,4298
2000-2009,35-39,35-39,Eldest daughter w/o brothers,Eldest son w/ brothers,3,1081.5,3123.5
2000-2009,35-39,35-39,Eldest daughter w/o brothers,Younger son,3,1081.5,3262.5
2000-2009,35-39,35-39,Younger daughter w/o brothers,Only child,4,1222,1130
2000-2009,35-39,35-39,Younger daughter w/o brothers,Eldest son w/o brothers,8,1220,4300
2000-2009,35-39,35-39,Younger daughter w/o brothers,Eldest son w/ brothers,5,1221.5,3122.5
2000-2009,35-39,35-39,Younger daughter w/o brothers,Younger son,10,1219,3259
2000-2009,35-39,35-39,Daughter w/ brothers,Only child,7,3956.5,1128.5
2000-2009,35-39,35-39,Daughter w/ brothers,Eldest son w/o brothers,34,3943,4287
2000-2009,35-39,35-39,Daughter w/ brothers,Eldest son w/ brothers,20,3950,3115
2000-2009,35-39,35-39,Daughter w/ brothers,Younger son,21,3949.5,3253.5
2000-2009,35-39,40-44,Only child,Only child,0,735,531
2000-2009,35-39,40-44,Only child,Eldest son w/o brothers,2,734,1729
2000-2009,35-39,40-44,Only child,Eldest son w/ brothers,2,734,1389
2000-2009,35-39,40-44,Only child,Younger son,1,734.5,1587.5
2000-2009,35-39,40-44,Eldest daughter w/o brothers,Only child,1,1082.5,530.5
2000-2009,35-39,40-44,Eldest daughter w/o brothers,Eldest son w/o brothers,2,1082,1729
2000-2009,35-39,40-44,Eldest daughter w/o brothers,Eldest son w/ brothers,2,1082,1389
2000-2009,35-39,40-44,Eldest daughter w/o brothers,Younger son,1,1082.5,1587.5
2000-2009,35-39,40-44,Younger daughter w/o brothers,Only child,2,1223,530
2000-2009,35-39,40-44,Younger daughter w/o brothers,Eldest son w/o brothers,4,1222,1728
2000-2009,35-39,40-44,Younger daughter w/o brothers,Eldest son w/ brothers,3,1222.5,1388.5
2000-2009,35-39,40-44,Younger daughter w/o brothers,Younger son,2,1223,1587
2000-2009,35-39,40-44,Daughter w/ brothers,Only child,5,3957.5,528.5
2000-2009,35-39,40-44,Daughter w/ brothers,Eldest son w/o brothers,8,3956,1726
2000-2009,35-39,40-44,Daughter w/ brothers,Eldest son w/ brothers,5,3957.5,1387.5
2000-2009,35-39,40-44,Daughter w/ brothers,Younger son,8,3956,1584
2000-2009,35-39,45-49,Only child,Only child,0,735,130
2000-2009,35-39,45-49,Only child,Eldest son w/o brothers,0,735,482
2000-2009,35-39,45-49,Only child,Eldest son w/ brothers,0,735,445
2000-2009,35-39,45-49,Only child,Younger son,0,735,560
2000-2009,35-39,45-49,Eldest daughter w/o brothers,Only child,0,1083,130
2000-2009,35-39,45-49,Eldest daughter w/o brothers,Eldest son w/o brothers,0,1083,482
2000-2009,35-39,45-49,Eldest daughter w/o brothers,Eldest son w/ brothers,0,1083,445
2000-2009,35-39,45-49,Eldest daughter w/o brothers,Younger son,0,1083,560
2000-2009,35-39,45-49,Younger daughter w/o brothers,Only child,0,1224,130
2000-2009,35-39,45-49,Younger daughter w/o brothers,Eldest son w/o brothers,1,1223.5,481.5
2000-2009,35-39,45-49,Younger daughter w/o brothers,Eldest son w/ brothers,2,1223,444
2000-2009,35-39,45-49,Younger daughter w/o brothers,Younger son,2,1223,559
2000-2009,35-39,45-49,Daughter w/ brothers,Only child,2,3959,129
2000-2009,35-39,45-49,Daughter w/ brothers,Eldest son w/o brothers,5,3957.5,479.5
2000-2009,35-39,45-49,Daughter w/ brothers,Eldest son w/ brothers,6,3957,442
2000-2009,35-39,45-49,Daughter w/ brothers,Younger son,2,3959,559
2000-2009,40-44,15-19,Only child,Only child,0,282,2256
2000-2009,40-44,15-19,Only child,Eldest son w/o brothers,0,282,10954
2000-2009,40-44,15-19,Only child,Eldest son w/ brothers,0,282,8343
2000-2009,40-44,15-19,Only child,Younger son,0,282,10422
2000-2009,40-44,15-19,Eldest daughter w/o brothers,Only child,0,440,2256
2000-2009,40-44,15-19,Eldest daughter w/o brothers,Eldest son w/o brothers,0,440,10954
2000-2009,40-44,15-19,Eldest daughter w/o brothers,Eldest son w/ brothers,0,440,8343
2000-2009,40-44,15-19,Eldest daughter w/o brothers,Younger son,0,440,10422
2000-2009,40-44,15-19,Younger daughter w/o brothers,Only child,0,512,2256
2000-2009,40-44,15-19,Younger daughter w/o brothers,Eldest son w/o brothers,0,512,10954
2000-2009,40-44,15-19,Younger daughter w/o brothers,Eldest son w/ brothers,0,512,8343
2000-2009,40-44,15-19,Younger daughter w/o brothers,Younger son,0,512,10422
2000-2009,40-44,15-19,Daughter w/ brothers,Only child,0,1747,2256
2000-2009,40-44,15-19,Daughter w/ brothers,Eldest son w/o brothers,0,1747,10954
2000-2009,40-44,15-19,Daughter w/ brothers,Eldest son w/ brothers,0,1747,8343
2000-2009,40-44,15-19,Daughter w/ brothers,Younger son,0,1747,10422
2000-2009,40-44,20-24,Only child,Only child,0,282,2551
2000-2009,40-44,20-24,Only child,Eldest son w/o brothers,0,282,13595
2000-2009,40-44,20-24,Only child,Eldest son w/ brothers,0,282,9854
2000-2009,40-44,20-24,Only child,Younger son,0,282,12123
2000-2009,40-44,20-24,Eldest daughter w/o brothers,Only child,0,440,2551
2000-2009,40-44,20-24,Eldest daughter w/o brothers,Eldest son w/o brothers,0,440,13595
2000-2009,40-44,20-24,Eldest daughter w/o brothers,Eldest son w/ brothers,0,440,9854
2000-2009,40-44,20-24,Eldest daughter w/o brothers,Younger son,0,440,12123
2000-2009,40-44,20-24,Younger daughter w/o brothers,Only child,0,512,2551
2000-2009,40-44,20-24,Younger daughter w/o brothers,Eldest son w/o brothers,0,512,13595
2000-2009,40-44,20-24,Younger daughter w/o brothers,Eldest son w/ brothers,0,512,9854
2000-2009,40-44,20-24,Younger daughter w/o brothers,Younger son,0,512,12123
2000-2009,40-44,20-24,Daughter w/ brothers,Only child,0,1747,2551
2000-2009,40-44,20-24,Daughter w/ brothers,Eldest son w/o brothers,0,1747,13595
2000-2009,40-44,20-24,Daughter w/ brothers,Eldest son w/ brothers,0,1747,9854
2000-2009,40-44,20-24,Daughter w/ brothers,Younger son,0,1747,12123
2000-2009,40-44,25-29,Only child,Only child,0,282,2429
2000-2009,40-44,25-29,Only child,Eldest son w/o brothers,0,282,12437
2000-2009,40-44,25-29,Only child,Eldest son w/ brothers,0,282,8924
2000-2009,40-44,25-29,Only child,Younger son,0,282,10298
2000-2009,40-44,25-29,Eldest daughter w/o brothers,Only child,0,440,2429
2000-2009,40-44,25-29,Eldest daughter w/o brothers,Eldest son w/o brothers,0,440,12437
2000-2009,40-44,25-29,Eldest daughter w/o brothers,Eldest son w/ brothers,0,440,8924
2000-2009,40-44,25-29,Eldest daughter w/o brothers,Younger son,0,440,10298
2000-2009,40-44,25-29,Younger daughter w/o brothers,Only child,0,512,2429
2000-2009,40-44,25-29,Younger daughter w/o brothers,Eldest son w/o brothers,0,512,12437
2000-2009,40-44,25-29,Younger daughter w/o brothers,Eldest son w/ brothers,0,512,8924
2000-2009,40-44,25-29,Younger daughter w/o brothers,Younger son,0,512,10298
2000-2009,40-44,25-29,Daughter w/ brothers,Only child,0,1747,2429
2000-2009,40-44,25-29,Daughter w/ brothers,Eldest son w/o brothers,0,1747,12437
2000-2009,40-44,25-29,Daughter w/ brothers,Eldest son w/ brothers,1,1746.5,8923.5
2000-2009,40-44,25-29,Daughter w/ brothers,Younger son,0,1747,10298
2000-2009,40-44,30-34,Only child,Only child,0,282,1767
2000-2009,40-44,30-34,Only child,Eldest son w/o brothers,0,282,7654
2000-2009,40-44,30-34,Only child,Eldest son w/ brothers,0,282,5948
2000-2009,40-44,30-34,Only child,Younger son,0,282,6259
2000-2009,40-44,30-34,Eldest daughter w/o brothers,Only child,0,440,1767
2000-2009,40-44,30-34,Eldest daughter w/o brothers,Eldest son w/o brothers,0,440,7654
2000-2009,40-44,30-34,Eldest daughter w/o brothers,Eldest son w/ brothers,0,440,5948
2000-2009,40-44,30-34,Eldest daughter w/o brothers,Younger son,0,440,6259
2000-2009,40-44,30-34,Younger daughter w/o brothers,Only child,0,512,1767
2000-2009,40-44,30-34,Younger daughter w/o brothers,Eldest son w/o brothers,0,512,7654
2000-2009,40-44,30-34,Younger daughter w/o brothers,Eldest son w/ brothers,0,512,5948
2000-2009,40-44,30-34,Younger daughter w/o brothers,Younger son,0,512,6259
2000-2009,40-44,30-34,Daughter w/ brothers,Only child,0,1747,1767
2000-2009,40-44,30-34,Daughter w/ brothers,Eldest son w/o brothers,1,1746.5,7653.5
2000-2009,40-44,30-34,Daughter w/ brothers,Eldest son w/ brothers,0,1747,5948
2000-2009,40-44,30-34,Daughter w/ brothers,Younger son,0,1747,6259
2000-2009,40-44,35-39,Only child,Only child,0,282,1132
2000-2009,40-44,35-39,Only child,Eldest son w/o brothers,1,281.5,4303.5
2000-2009,40-44,35-39,Only child,Eldest son w/ brothers,0,282,3125
2000-2009,40-44,35-39,Only child,Younger son,0,282,3264
2000-2009,40-44,35-39,Eldest daughter w/o brothers,Only child,1,439.5,1131.5
2000-2009,40-44,35-39,Eldest daughter w/o brothers,Eldest son w/o brothers,1,439.5,4303.5
2000-2009,40-44,35-39,Eldest daughter w/o brothers,Eldest son w/ brothers,0,440,3125
2000-2009,40-44,35-39,Eldest daughter w/o brothers,Younger son,0,440,3264
2000-2009,40-44,35-39,Younger daughter w/o brothers,Only child,0,512,1132
2000-2009,40-44,35-39,Younger daughter w/o brothers,Eldest son w/o brothers,0,512,4304
2000-2009,40-44,35-39,Younger daughter w/o brothers,Eldest son w/ brothers,0,512,3125
2000-2009,40-44,35-39,Younger daughter w/o brothers,Younger son,1,511.5,3263.5
2000-2009,40-44,35-39,Daughter w/ brothers,Only child,1,1746.5,1131.5
2000-2009,40-44,35-39,Daughter w/ brothers,Eldest son w/o brothers,1,1746.5,4303.5
2000-2009,40-44,35-39,Daughter w/ brothers,Eldest son w/ brothers,3,1745.5,3123.5
2000-2009,40-44,35-39,Daughter w/ brothers,Younger son,0,1747,3264
2000-2009,40-44,40-44,Only child,Only child,1,281.5,530.5
2000-2009,40-44,40-44,Only child,Eldest son w/o brothers,2,281,1729
2000-2009,40-44,40-44,Only child,Eldest son w/ brothers,0,282,1390
2000-2009,40-44,40-44,Only child,Younger son,0,282,1588
2000-2009,40-44,40-44,Eldest daughter w/o brothers,Only child,0,440,531
2000-2009,40-44,40-44,Eldest daughter w/o brothers,Eldest son w/o brothers,2,439,1729
2000-2009,40-44,40-44,Eldest daughter w/o brothers,Eldest son w/ brothers,0,440,1390
2000-2009,40-44,40-44,Eldest daughter w/o brothers,Younger son,2,439,1587
2000-2009,40-44,40-44,Younger daughter w/o brothers,Only child,0,512,531
2000-2009,40-44,40-44,Younger daughter w/o brothers,Eldest son w/o brothers,0,512,1730
2000-2009,40-44,40-44,Younger daughter w/o brothers,Eldest son w/ brothers,0,512,1390
2000-2009,40-44,40-44,Younger daughter w/o brothers,Younger son,1,511.5,1587.5
2000-2009,40-44,40-44,Daughter w/ brothers,Only child,1,1746.5,530.5
2000-2009,40-44,40-44,Daughter w/ brothers,Eldest son w/o brothers,2,1746,1729
2000-2009,40-44,40-44,Daughter w/ brothers,Eldest son w/ brothers,5,1744.5,1387.5
2000-2009,40-44,40-44,Daughter w/ brothers,Younger son,4,1745,1586
2000-2009,40-44,45-49,Only child,Only child,0,282,130
2000-2009,40-44,45-49,Only child,Eldest son w/o brothers,0,282,482
2000-2009,40-44,45-49,Only child,Eldest son w/ brothers,0,282,445
2000-2009,40-44,45-49,Only child,Younger son,0,282,560
2000-2009,40-44,45-49,Eldest daughter w/o brothers,Only child,0,440,130
2000-2009,40-44,45-49,Eldest daughter w/o brothers,Eldest son w/o brothers,1,439.5,481.5
2000-2009,40-44,45-49,Eldest daughter w/o brothers,Eldest son w/ brothers,0,440,445
2000-2009,40-44,45-49,Eldest daughter w/o brothers,Younger son,0,440,560
2000-2009,40-44,45-49,Younger daughter w/o brothers,Only child,0,512,130
2000-2009,40-44,45-49,Younger daughter w/o brothers,Eldest son w/o brothers,0,512,482
2000-2009,40-44,45-49,Younger daughter w/o brothers,Eldest son w/ brothers,0,512,445
2000-2009,40-44,45-49,Younger daughter w/o brothers,Younger son,1,511.5,559.5
2000-2009,40-44,45-49,Daughter w/ brothers,Only child,0,1747,130
2000-2009,40-44,45-49,Daughter w/ brothers,Eldest son w/o brothers,1,1746.5,481.5
2000-2009,40-44,45-49,Daughter w/ brothers,Eldest son w/ brothers,2,1746,444
2000-2009,40-44,45-49,Daughter w/ brothers,Younger son,0,1747,560
2000-2009,45-49,15-19,Only child,Only child,0,68,2256
2000-2009,45-49,15-19,Only child,Eldest son w/o brothers,0,68,10954
2000-2009,45-49,15-19,Only child,Eldest son w/ brothers,0,68,8343
2000-2009,45-49,15-19,Only child,Younger son,0,68,10422
2000-2009,45-49,15-19,Eldest daughter w/o brothers,Only child,0,123,2256
2000-2009,45-49,15-19,Eldest daughter w/o brothers,Eldest son w/o brothers,0,123,10954
2000-2009,45-49,15-19,Eldest daughter w/o brothers,Eldest son w/ brothers,0,123,8343
2000-2009,45-49,15-19,Eldest daughter w/o brothers,Younger son,0,123,10422
2000-2009,45-49,15-19,Younger daughter w/o brothers,Only child,0,146,2256
2000-2009,45-49,15-19,Younger daughter w/o brothers,Eldest son w/o brothers,0,146,10954
2000-2009,45-49,15-19,Younger daughter w/o brothers,Eldest son w/ brothers,0,146,8343
2000-2009,45-49,15-19,Younger daughter w/o brothers,Younger son,0,146,10422
2000-2009,45-49,15-19,Daughter w/ brothers,Only child,0,509,2256
2000-2009,45-49,15-19,Daughter w/ brothers,Eldest son w/o brothers,0,509,10954
2000-2009,45-49,15-19,Daughter w/ brothers,Eldest son w/ brothers,0,509,8343
2000-2009,45-49,15-19,Daughter w/ brothers,Younger son,0,509,10422
2000-2009,45-49,20-24,Only child,Only child,0,68,2551
2000-2009,45-49,20-24,Only child,Eldest son w/o brothers,0,68,13595
2000-2009,45-49,20-24,Only child,Eldest son w/ brothers,0,68,9854
2000-2009,45-49,20-24,Only child,Younger son,0,68,12123
2000-2009,45-49,20-24,Eldest daughter w/o brothers,Only child,0,123,2551
2000-2009,45-49,20-24,Eldest daughter w/o brothers,Eldest son w/o brothers,0,123,13595
2000-2009,45-49,20-24,Eldest daughter w/o brothers,Eldest son w/ brothers,0,123,9854
2000-2009,45-49,20-24,Eldest daughter w/o brothers,Younger son,0,123,12123
2000-2009,45-49,20-24,Younger daughter w/o brothers,Only child,0,146,2551
2000-2009,45-49,20-24,Younger daughter w/o brothers,Eldest son w/o brothers,0,146,13595
2000-2009,45-49,20-24,Younger daughter w/o brothers,Eldest son w/ brothers,0,146,9854
2000-2009,45-49,20-24,Younger daughter w/o brothers,Younger son,0,146,12123
2000-2009,45-49,20-24,Daughter w/ brothers,Only child,0,509,2551
2000-2009,45-49,20-24,Daughter w/ brothers,Eldest son w/o brothers,0,509,13595
2000-2009,45-49,20-24,Daughter w/ brothers,Eldest son w/ brothers,0,509,9854
2000-2009,45-49,20-24,Daughter w/ brothers,Younger son,0,509,12123
2000-2009,45-49,25-29,Only child,Only child,0,68,2429
2000-2009,45-49,25-29,Only child,Eldest son w/o brothers,0,68,12437
2000-2009,45-49,25-29,Only child,Eldest son w/ brothers,0,68,8924
2000-2009,45-49,25-29,Only child,Younger son,0,68,10298
2000-2009,45-49,25-29,Eldest daughter w/o brothers,Only child,0,123,2429
2000-2009,45-49,25-29,Eldest daughter w/o brothers,Eldest son w/o brothers,0,123,12437
2000-2009,45-49,25-29,Eldest daughter w/o brothers,Eldest son w/ brothers,0,123,8924
2000-2009,45-49,25-29,Eldest daughter w/o brothers,Younger son,0,123,10298
2000-2009,45-49,25-29,Younger daughter w/o brothers,Only child,0,146,2429
2000-2009,45-49,25-29,Younger daughter w/o brothers,Eldest son w/o brothers,0,146,12437
2000-2009,45-49,25-29,Younger daughter w/o brothers,Eldest son w/ brothers,0,146,8924
2000-2009,45-49,25-29,Younger daughter w/o brothers,Younger son,0,146,10298
2000-2009,45-49,25-29,Daughter w/ brothers,Only child,0,509,2429
2000-2009,45-49,25-29,Daughter w/ brothers,Eldest son w/o brothers,0,509,12437
2000-2009,45-49,25-29,Daughter w/ brothers,Eldest son w/ brothers,0,509,8924
2000-2009,45-49,25-29,Daughter w/ brothers,Younger son,0,509,10298
2000-2009,45-49,30-34,Only child,Only child,0,68,1767
2000-2009,45-49,30-34,Only child,Eldest son w/o brothers,0,68,7654
2000-2009,45-49,30-34,Only child,Eldest son w/ brothers,0,68,5948
2000-2009,45-49,30-34,Only child,Younger son,0,68,6259
2000-2009,45-49,30-34,Eldest daughter w/o brothers,Only child,0,123,1767
2000-2009,45-49,30-34,Eldest daughter w/o brothers,Eldest son w/o brothers,0,123,7654
2000-2009,45-49,30-34,Eldest daughter w/o brothers,Eldest son w/ brothers,0,123,5948
2000-2009,45-49,30-34,Eldest daughter w/o brothers,Younger son,0,123,6259
2000-2009,45-49,30-34,Younger daughter w/o brothers,Only child,0,146,1767
2000-2009,45-49,30-34,Younger daughter w/o brothers,Eldest son w/o brothers,0,146,7654
2000-2009,45-49,30-34,Younger daughter w/o brothers,Eldest son w/ brothers,0,146,5948
2000-2009,45-49,30-34,Younger daughter w/o brothers,Younger son,0,146,6259
2000-2009,45-49,30-34,Daughter w/ brothers,Only child,0,509,1767
2000-2009,45-49,30-34,Daughter w/ brothers,Eldest son w/o brothers,0,509,7654
2000-2009,45-49,30-34,Daughter w/ brothers,Eldest son w/ brothers,0,509,5948
2000-2009,45-49,30-34,Daughter w/ brothers,Younger son,0,509,6259
2000-2009,45-49,35-39,Only child,Only child,0,68,1132
2000-2009,45-49,35-39,Only child,Eldest son w/o brothers,0,68,4304
2000-2009,45-49,35-39,Only child,Eldest son w/ brothers,0,68,3125
2000-2009,45-49,35-39,Only child,Younger son,0,68,3264
2000-2009,45-49,35-39,Eldest daughter w/o brothers,Only child,0,123,1132
2000-2009,45-49,35-39,Eldest daughter w/o brothers,Eldest son w/o brothers,0,123,4304
2000-2009,45-49,35-39,Eldest daughter w/o brothers,Eldest son w/ brothers,0,123,3125
2000-2009,45-49,35-39,Eldest daughter w/o brothers,Younger son,0,123,3264
2000-2009,45-49,35-39,Younger daughter w/o brothers,Only child,0,146,1132
2000-2009,45-49,35-39,Younger daughter w/o brothers,Eldest son w/o brothers,0,146,4304
2000-2009,45-49,35-39,Younger daughter w/o brothers,Eldest son w/ brothers,0,146,3125
2000-2009,45-49,35-39,Younger daughter w/o brothers,Younger son,0,146,3264
2000-2009,45-49,35-39,Daughter w/ brothers,Only child,0,509,1132
2000-2009,45-49,35-39,Daughter w/ brothers,Eldest son w/o brothers,0,509,4304
2000-2009,45-49,35-39,Daughter w/ brothers,Eldest son w/ brothers,0,509,3125
2000-2009,45-49,35-39,Daughter w/ brothers,Younger son,0,509,3264
2000-2009,45-49,40-44,Only child,Only child,0,68,531
2000-2009,45-49,40-44,Only child,Eldest son w/o brothers,0,68,1730
2000-2009,45-49,40-44,Only child,Eldest son w/ brothers,0,68,1390
2000-2009,45-49,40-44,Only child,Younger son,0,68,1588
2000-2009,45-49,40-44,Eldest daughter w/o brothers,Only child,0,123,531
2000-2009,45-49,40-44,Eldest daughter w/o brothers,Eldest son w/o brothers,0,123,1730
2000-2009,45-49,40-44,Eldest daughter w/o brothers,Eldest son w/ brothers,0,123,1390
2000-2009,45-49,40-44,Eldest daughter w/o brothers,Younger son,1,122.5,1587.5
2000-2009,45-49,40-44,Younger daughter w/o brothers,Only child,0,146,531
2000-2009,45-49,40-44,Younger daughter w/o brothers,Eldest son w/o brothers,0,146,1730
2000-2009,45-49,40-44,Younger daughter w/o brothers,Eldest son w/ brothers,0,146,1390
2000-2009,45-49,40-44,Younger daughter w/o brothers,Younger son,0,146,1588
2000-2009,45-49,40-44,Daughter w/ brothers,Only child,0,509,531
2000-2009,45-49,40-44,Daughter w/ brothers,Eldest son w/o brothers,0,509,1730
2000-2009,45-49,40-44,Daughter w/ brothers,Eldest son w/ brothers,0,509,1390
2000-2009,45-49,40-44,Daughter w/ brothers,Younger son,0,509,1588
2000-2009,45-49,45-49,Only child,Only child,0,68,130
2000-2009,45-49,45-49,Only child,Eldest son w/o brothers,0,68,482
2000-2009,45-49,45-49,Only child,Eldest son w/ brothers,0,68,445
2000-2009,45-49,45-49,Only child,Younger son,0,68,560
2000-2009,45-49,45-49,Eldest daughter w/o brothers,Only child,0,123,130
2000-2009,45-49,45-49,Eldest daughter w/o brothers,Eldest son w/o brothers,0,123,482
2000-2009,45-49,45-49,Eldest daughter w/o brothers,Eldest son w/ brothers,0,123,445
2000-2009,45-49,45-49,Eldest daughter w/o brothers,Younger son,0,123,560
2000-2009,45-49,45-49,Younger daughter w/o brothers,Only child,0,146,130
2000-2009,45-49,45-49,Younger daughter w/o brothers,Eldest son w/o brothers,0,146,482
2000-2009,45-49,45-49,Younger daughter w/o brothers,Eldest son w/ brothers,0,146,445
2000-2009,45-49,45-49,Younger daughter w/o brothers,Younger son,0,146,560
2000-2009,45-49,45-49,Daughter w/ brothers,Only child,0,509,130
2000-2009,45-49,45-49,Daughter w/ brothers,Eldest son w/o brothers,0,509,482
2000-2009,45-49,45-49,Daughter w/ brothers,Eldest son w/ brothers,0,509,445
2000-2009,45-49,45-49,Daughter w/ brothers,Younger son,2,508,559
